Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP_m,CP (0 to 4 deg),Reynolds Number
0.36,0,0.302450547,0.302450547,0.287227683,0.302450547,0.287227683,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,22097810
0.37,0,0.302571159,0.302571159,0.287348295,0.302571159,0.287348295,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,22707090
0.38,0,0.302691839,0.302691839,0.287468975,0.302691839,0.287468975,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,23316120
0.39,0,0.302812603,0.302812603,0.28758974,0.302812603,0.28758974,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,23924910
0.4,0,0.302933453,0.302933453,0.287710589,0.302933453,0.287710589,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,24533460
0.41,0,0.303054386,0.303054386,0.287831523,0.303054386,0.287831523,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,25141770
0.42,0,0.303175404,0.303175404,0.28795254,0.303175404,0.28795254,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,25749820
0.43,0,0.303296505,0.303296505,0.288073641,0.303296505,0.288073641,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,26357640
0.44,0,0.303417707,0.303417707,0.288194844,0.303417707,0.288194844,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,26965210
0.45,0,0.303538975,0.303538975,0.288316111,0.303538975,0.288316111,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,27572540
0.46,0,0.303660326,0.303660326,0.288437462,0.303660326,0.288437462,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,28179630
0.47,0,0.303781759,0.303781759,0.288558895,0.303781759,0.288558895,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,28786480
0.48,0,0.303903275,0.303903275,0.288680411,0.303903275,0.288680411,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,29393080
0.49,0,0.304024872,0.304024872,0.288802008,0.304024872,0.288802008,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,29999430
0.5,0,0.304146551,0.304146551,0.288923688,0.304146551,0.288923688,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,30605550
0.51,0,0.304268312,0.304268312,0.289045448,0.304268312,0.289045448,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,31211420
0.52,0,0.304390154,0.304390154,0.28916729,0.304390154,0.28916729,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,31817050
0.53,0,0.304512076,0.304512076,0.289289213,0.304512076,0.289289213,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,32422440
0.54,0,0.304634079,0.304634079,0.289411216,0.304634079,0.289411216,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,33027590
0.55,0,0.304756163,0.304756163,0.289533299,0.304756163,0.289533299,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,33632500
0.56,0,0.304878326,0.304878326,0.289655463,0.304878326,0.289655463,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,34237160
0.57,0,0.30500057,0.30500057,0.289777706,0.30500057,0.289777706,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,34841580
0.58,0,0.305122892,0.305122892,0.289900029,0.305122892,0.289900029,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,35445760
0.59,0,0.305245294,0.305245294,0.289712674,0.305245294,0.289712674,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,36049690
0.6,0,0.305367793,0.305367793,0.289525415,0.305367793,0.289525415,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,36653390
0.61,0,0.30578708,0.30578708,0.289634945,0.30578708,0.289634945,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,37256850
0.62,0,0.306195791,0.306195791,0.289733899,0.306195791,0.289733899,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,37860060
0.63,0,0.306604597,0.306604597,0.289832948,0.306604597,0.289832948,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,38463030
0.64,0,0.307013481,0.307013481,0.289932075,0.307013481,0.289932075,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,39065770
0.65,0,0.307422425,0.307422425,0.290031262,0.307422425,0.290031262,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,39668260
0.66,0,0.307831464,0.307831464,0.290130544,0.307831464,0.290130544,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,40270510
0.67,0,0.308240562,0.308240562,0.290229885,0.308240562,0.290229885,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,40872520
0.68,0,0.308649755,0.308649755,0.290329321,0.308649755,0.290329321,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,41474300
0.69,0,0.309059007,0.309059007,0.290428816,0.309059007,0.290428816,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,42075820
0.7,0,0.309468353,0.309468353,0.290528405,0.309468353,0.290528405,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,42677110
0.71,0,0.309877774,0.309877774,0.290628069,0.309877774,0.290628069,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,43278170
0.72,0,0.310287254,0.310287254,0.290727792,0.310287254,0.290727792,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,43878980
0.73,0,0.310696827,0.310696827,0.290827608,0.310696827,0.290827608,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,44479550
0.74,0,0.311106458,0.311106458,0.290927482,0.311106458,0.290927482,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,45079880
0.75,0,0.311516182,0.311516182,0.291027449,0.311516182,0.291027449,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,45679980
0.76,0,0.31192598,0.31192598,0.29112749,0.31192598,0.29112749,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,46279840
0.77,0,0.312335835,0.312335835,0.291227588,0.312335835,0.291227588,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,46879440
0.78,0,0.312745782,0.312745782,0.291327778,0.312745782,0.291327778,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,47478820
0.79,0,0.313155803,0.313155803,0.291428042,0.313155803,0.291428042,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,48077960
0.8,0,0.313565881,0.313565881,0.291528363,0.313565881,0.291528363,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,48676860
0.81,0,0.313976049,0.313976049,0.291628774,0.313976049,0.291628774,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,49275520
0.82,0,0.314386273,0.314386273,0.291729241,0.314386273,0.291729241,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,49873940
0.83,0,0.314796588,0.314796588,0.291829799,0.314796588,0.291829799,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,50472120
0.84,0,0.315206958,0.315206958,0.291930412,0.315206958,0.291930412,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,51070070
0.85,0,0.315617419,0.315617419,0.292031115,0.315617419,0.292031115,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,51667780
0.86,0,0.316027934,0.316027934,0.292131873,0.316027934,0.292131873,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,52265250
0.87,0,0.316438538,0.316438538,0.292232721,0.316438538,0.292232721,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,52862480
0.88,0,0.316849215,0.316849215,0.292333641,0.316849215,0.292333641,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,53459480
0.89,0,0.317259946,0.317259946,0.292434614,0.317259946,0.292434614,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,54056230
0.9,0,0.317670765,0.317670765,0.292535677,0.317670765,0.292535677,0,0,0,0,10.50018676,79.56270516,2.020892711,76.6504946,54652750
0.91,0,0.319830926,0.319830926,0.294524919,0.319830926,0.294524919,0,0,0,0,10.38324593,79.35700789,2.015668,76.43889811,55249040
0.92,0,0.32631141,0.32631141,0.300492647,0.32631141,0.300492647,0,0,0,0,10.2663051,79.15131062,2.01044329,76.22730162,55845080
0.93,0,0.333167627,0.333167627,0.306260642,0.333167627,0.306260642,0,0,0,0,10.14936427,78.94561335,2.005218579,76.01570512,56440880
0.94,0,0.337159337,0.337159337,0.30884504,0.337159337,0.30884504,0,0,0,0,10.03242344,78.73991608,1.999993868,75.80410863,57036460
0.95,0,0.341151046,0.341151046,0.311429438,0.341151046,0.311429438,0,0,0,0,9.915482612,78.53421881,1.994769158,75.59251214,57631790
0.96,0,0.345142755,0.345142755,0.314013835,0.345142755,0.314013835,0,0,0,0,9.798541783,78.32852154,1.989544447,75.38091564,58226890
0.97,0,0.349134464,0.349134464,0.316598233,0.349134464,0.316598233,0,0,0,0,9.681600954,78.12282427,1.984319736,75.16931915,58821750
0.98,0,0.353126173,0.353126173,0.319182631,0.353126173,0.319182631,0,0,0,0,9.564660125,77.91712699,1.979095026,74.95772266,59416380
0.99,0,0.357117883,0.357117883,0.321767029,0.357117883,0.321767029,0,0,0,0,9.447719296,77.71142972,1.973870315,74.74612617,60010770
1,0,0.361109592,0.361109592,0.324351427,0.361109592,0.324351427,0,0,0,0,9.330778466,77.50573245,1.968645604,74.53452967,60604920
1.01,0,0.365101301,0.365101301,0.326935824,0.365101301,0.326935824,0,0,0,0,9.213837637,77.30003518,1.963420894,74.32293318,61198840
1.02,0,0.36909301,0.36909301,0.329520222,0.36909301,0.329520222,0,0,0,0,9.096896808,77.09433791,1.958196183,74.11133669,61792520
1.03,0,0.373084719,0.373084719,0.33210462,0.373084719,0.33210462,0,0,0,0,8.979955979,76.88864064,1.952971472,73.89974019,62385960
1.04,0,0.377076429,0.377076429,0.334689018,0.377076429,0.334689018,0,0,0,0,8.86301515,76.68294337,1.947746762,73.6881437,62979170
1.05,0,0.381068138,0.381068138,0.337273416,0.381068138,0.337273416,0,0,0,0,8.74607432,76.4772461,1.942522051,73.47654721,63572150
1.06,0,0.380666068,0.380666068,0.337056877,0.380666068,0.337056877,0,0,0,0,8.751799948,76.48837176,1.942804643,73.48785017,64164880
1.07,0,0.380297923,0.380297923,0.336874263,0.380297923,0.336874263,0,0,0,0,8.757065538,76.49895057,1.943073344,73.49853615,64757390
1.08,0,0.379962638,0.379962638,0.33672451,0.379962638,0.33672451,0,0,0,0,8.761968678,76.50909248,1.943330949,73.50873104,65349670
1.09,0,0.379659396,0.379659396,0.3366068,0.379659396,0.3366068,0,0,0,0,8.766576965,76.51889577,1.943579953,73.5185406,65941700
1.1,0,0.379387537,0.379387537,0.336520472,0.379387537,0.336520472,0,0,0,0,8.770939469,76.52841752,1.943821805,73.52802962,66533500
1.11,0,0.379146524,0.379146524,0.336464991,0.379146524,0.336464991,0,0,0,0,8.775093142,76.53769105,1.944057353,73.5372388,67125060
1.12,0,0.378935899,0.378935899,0.336439898,0.378935899,0.336439898,0,0,0,0,8.779066605,76.54678851,1.944288428,73.54623855,67716380
1.13,0,0.378755306,0.378755306,0.336444837,0.378755306,0.336444837,0,0,0,0,8.782882552,76.55570544,1.944514918,73.55503291,68307480
1.14,0,0.378604446,0.378604446,0.336479508,0.378604446,0.336479508,0,0,0,0,8.786559334,76.56447894,1.944737765,73.56365936,68898340
1.15,0,0.378483044,0.378483044,0.336543637,0.378483044,0.336543637,0,0,0,0,8.790112042,76.57312653,1.944957414,73.57213779,69488970
1.16,0,0.377958849,0.377958849,0.336204973,0.377958849,0.336204973,0,0,0,0,8.793553227,76.58166595,1.945174315,73.58048739,70079360
1.17,0,0.37744971,0.37744971,0.335881367,0.37744971,0.335881367,0,0,0,0,8.796893495,76.5901048,1.945388662,73.5887182,70669520
1.18,0,0.376971403,0.376971403,0.335588591,0.376971403,0.335588591,0,0,0,0,8.800141874,76.5984682,1.945601092,73.59685443,71259450
1.19,0,0.376523793,0.376523793,0.335326512,0.376523793,0.335326512,0,0,0,0,8.803306133,76.60674672,1.945811367,73.6048908,71849140
1.2,0,0.376106784,0.376106784,0.334974439,0.376106784,0.334974439,0,0,0,0,8.806393004,76.61496641,1.946020147,73.61285152,72438590
1.21,0,0.375720316,0.375720316,0.334587971,0.375720316,0.334587971,0,0,0,0,8.809408389,76.623121,1.946227273,73.62073335,73027820
1.22,0,0.375364333,0.375364333,0.334231989,0.375364333,0.334231989,0,0,0,0,8.812357474,76.63123731,1.946433428,73.62856058,73616810
1.23,0,0.375038783,0.375038783,0.333906439,0.375038783,0.333906439,0,0,0,0,8.815244817,76.63928885,1.946637937,73.63631253,74205570
1.24,0,0.374743656,0.374743656,0.333611311,0.374743656,0.333611311,0,0,0,0,8.818074518,76.64731901,1.946841903,73.64402707,74794090
1.25,0,0.374478922,0.374478922,0.333346578,0.374478922,0.333346578,0,0,0,0,8.820850218,76.65530556,1.947044761,73.65168676,75382380
1.26,0,0.374244608,0.374244608,0.333112264,0.374244608,0.333112264,0,0,0,0,8.823575178,76.66325959,1.947246794,73.65930204,75970440
1.27,0,0.37404072,0.37404072,0.332908376,0.37404072,0.332908376,0,0,0,0,8.82625237,76.67117777,1.947447915,73.66687113,76558260
1.28,0,0.373867264,0.373867264,0.332734919,0.373867264,0.332734919,0,0,0,0,8.828884446,76.67908687,1.947648806,73.67441743,77145860
1.29,0,0.373724288,0.373724288,0.332591944,0.373724288,0.332591944,0,0,0,0,8.831473851,76.6869655,1.947848924,73.68192381,77733220
1.3,0,0.373611815,0.373611815,0.332479471,0.373611815,0.332479471,0,0,0,0,8.834022795,76.69482445,1.948048541,73.68940009,78320340
1.31,0,0.373529906,0.373529906,0.332397561,0.373529906,0.332397561,0,0,0,0,8.836533305,76.70266482,1.948247687,73.69684791,78907240
1.32,0,0.37347861,0.37347861,0.332346266,0.37347861,0.332346266,0,0,0,0,8.839007233,76.71049465,1.948446564,73.70427462,79493920
1.33,0,0.373428891,0.373428891,0.332296546,0.373428891,0.332296546,0,0,0,0,8.83953529,76.71270108,1.948502607,73.70630999,80080350
1.34,0,0.371906663,0.371906663,0.330774319,0.371906663,0.330774319,0,0,0,0,8.754125044,76.45893327,1.942056905,73.46393266,80666550
1.35,0,0.370403905,0.370403905,0.329271561,0.370403905,0.329271561,0,0,0,0,8.69014095,76.26371771,1.93709843,73.27822261,81252510
1.36,0,0.368919425,0.368919425,0.327787081,0.368919425,0.327787081,0,0,0,0,8.643889369,76.11919933,1.933427663,73.14121636,81838250
1.37,0,0.367452191,0.367452191,0.326319847,0.367452191,0.326319847,0,0,0,0,8.612300524,76.01805013,1.930858473,73.04564317,82423760
1.38,0,0.366001247,0.366001247,0.324868903,0.366001247,0.324868903,0,0,0,0,8.592805613,75.95355394,1.92922027,72.98494745,83009040
1.39,0,0.364565708,0.364565708,0.323433363,0.364565708,0.323433363,0,0,0,0,8.58327969,75.9197683,1.928362115,72.95339673,83594080
1.4,0,0.36314479,0.36314479,0.322012446,0.36314479,0.322012446,0,0,0,0,8.583237167,75.91572305,1.928259366,72.94999886,84178890
1.41,0,0.361737743,0.361737743,0.320605398,0.361737743,0.320605398,0,0,0,0,8.59055573,75.9347308,1.928742162,72.96842492,84763470
1.42,0,0.360343898,0.360343898,0.319211554,0.360343898,0.319211554,0,0,0,0,8.603376049,75.97079693,1.929658242,73.00302229,85347830
1.43,0,0.358962646,0.358962646,0.317830302,0.358962646,0.317830302,0,0,0,0,8.620641242,76.02046216,1.930919739,73.05053802,85931940
1.44,0,0.357593405,0.357593405,0.31646106,0.357593405,0.31646106,0,0,0,0,8.63812866,76.08082876,1.932453051,73.11415051,86515830
1.45,0,0.35623564,0.35623564,0.315103295,0.35623564,0.315103295,0,0,0,0,8.65657074,76.14937508,1.934194127,73.18888543,87099500
1.46,0,0.354888861,0.354888861,0.313756517,0.354888861,0.313756517,0,0,0,0,8.677182115,76.22403536,1.936090498,73.2695481,87682920
1.47,0,0.353552299,0.353552299,0.312419955,0.353552299,0.312419955,0,0,0,0,8.699418611,76.30304172,1.93809726,73.35447559,88266120
1.48,0,0.352225293,0.352225293,0.311092949,0.352225293,0.311092949,0,0,0,0,8.722833246,76.38492537,1.940177104,73.44228586,88849100
1.49,0,0.350907479,0.350907479,0.309775135,0.350907479,0.309775135,0,0,0,0,8.747054357,76.46852805,1.942300612,73.53188068,89431830
1.5,0,0.349598491,0.349598491,0.308466146,0.349598491,0.308466146,0,0,0,0,8.771753674,76.55280346,1.944441208,73.6222684,90014340
1.51,0,0.34829802,0.34829802,0.307165676,0.34829802,0.307165676,0,0,0,0,8.796667881,76.63696271,1.946578853,73.7126942,90596620
1.52,0,0.347005749,0.347005749,0.305873404,0.347005749,0.305873404,0,0,0,0,8.821578283,76.72035812,1.948697096,73.80253594,91178670
1.53,0,0.345721403,0.345721403,0.304589058,0.345721403,0.304589058,0,0,0,0,8.846288204,76.80241838,1.950781427,73.89124226,91760480
1.54,0,0.344444727,0.344444727,0.303312382,0.344444727,0.303312382,0,0,0,0,8.870653123,76.8827474,1.952821784,73.97842646,92342070
1.55,0,0.343175448,0.343175448,0.302043103,0.343175448,0.302043103,0,0,0,0,8.894531691,76.96097798,1.954808841,74.06372686,92923440
1.56,0,0.34191334,0.34191334,0.300780996,0.34191334,0.300780996,0,0,0,0,8.917834007,77.03688031,1.95673676,74.14691481,93504580
1.57,0,0.340658195,0.340658195,0.299525851,0.340658195,0.299525851,0,0,0,0,8.940459971,77.11021266,1.958599402,74.22774808,94085480
1.58,0,0.339409791,0.339409791,0.298277447,0.339409791,0.298277447,0,0,0,0,8.962352017,77.18086275,1.960393914,74.30610818,94666160
1.59,0,0.338167938,0.338167938,0.297035593,0.338167938,0.297035593,0,0,0,0,8.9834523,77.24872113,1.962117517,74.38187907,95246600
1.6,0,0.33693245,0.33693245,0.295800105,0.33693245,0.295800105,0,0,0,0,9.003710286,77.31369774,1.963767923,74.45496367,95826820
1.61,0,0.335703152,0.335703152,0.294570807,0.335703152,0.294570807,0,0,0,0,9.023108685,77.37577828,1.965344768,74.52534031,96406810
1.62,0,0.334479881,0.334479881,0.293347537,0.334479881,0.293347537,0,0,0,0,9.041611378,77.43492459,1.966847085,74.59296119,96986580
1.63,0,0.333262479,0.333262479,0.292130134,0.333262479,0.292130134,0,0,0,0,9.059202833,77.49112932,1.968274685,74.65781155,97566100
1.64,0,0.332050814,0.332050814,0.29091847,0.332050814,0.29091847,0,0,0,0,9.075883233,77.54445656,1.969629197,74.71994294,98145400
1.65,0,0.330844731,0.330844731,0.289712386,0.330844731,0.289712386,0,0,0,0,9.091646491,77.59491304,1.970910791,74.77935613,98724480
1.66,0,0.329644095,0.329644095,0.288511751,0.329644095,0.288511751,0,0,0,0,9.106484651,77.64252899,1.972120236,74.83607163,99303320
1.67,0,0.328448785,0.328448785,0.287316441,0.328448785,0.287316441,0,0,0,0,9.120412107,77.68737669,1.973259368,74.89015322,99881940
1.68,0,0.327258697,0.327258697,0.286126353,0.327258697,0.286126353,0,0,0,0,9.133424822,77.72948496,1.974328918,74.94162191,100460300
1.69,0,0.326073689,0.326073689,0.284941344,0.326073689,0.284941344,0,0,0,0,9.145548364,77.76895513,1.97533146,74.99057031,101038500
1.7,0,0.324893677,0.324893677,0.283761332,0.324893677,0.283761332,0,0,0,0,9.156780862,77.80581442,1.976267686,75.03701912,101616400
1.71,0,0.323718545,0.323718545,0.2825862,0.323718545,0.2825862,0,0,0,0,9.167146836,77.84015373,1.977139905,75.08105211,102194200
1.72,0,0.322548192,0.322548192,0.281415848,0.322548192,0.281415848,0,0,0,0,9.176655766,77.87202153,1.977949347,75.12271205,102771600
1.73,0,0.321382549,0.321382549,0.280250204,0.321382549,0.280250204,0,0,0,0,9.185329104,77.90150746,1.97869829,75.16208105,103348900
1.74,0,0.320221486,0.320221486,0.279089142,0.320221486,0.279089142,0,0,0,0,9.193187599,77.92868311,1.979388551,75.19922555,103925900
1.75,0,0.319064959,0.319064959,0.277932615,0.319064959,0.277932615,0,0,0,0,9.200238675,77.95358824,1.980021141,75.2341807,104502700
1.76,0,0.317912867,0.317912867,0.276780522,0.317912867,0.276780522,0,0,0,0,9.206511088,77.97632084,1.980598549,75.26703841,105079300
1.77,0,0.316765135,0.316765135,0.275632791,0.316765135,0.275632791,0,0,0,0,9.212021461,77.99695008,1.981122532,75.29786225,105655700
1.78,0,0.315621674,0.315621674,0.274489329,0.315621674,0.274489329,0,0,0,0,9.216790559,78.0155192,1.981594188,75.32669461,106231800
1.79,0,0.314482434,0.314482434,0.273350089,0.314482434,0.273350089,0,0,0,0,9.220837019,78.03211097,1.982015619,75.35361163,106807700
1.8,0,0.313347344,0.313347344,0.272214999,0.313347344,0.272214999,0,0,0,0,9.224182855,78.04679335,1.982388551,75.3786777,107383300
1.81,0,0.312216326,0.312216326,0.271083981,0.312216326,0.271083981,0,0,0,0,9.226844549,78.05960815,1.982714047,75.40193301,107958800
1.82,0,0.311089326,0.311089326,0.269956982,0.311089326,0.269956982,0,0,0,0,9.228847342,78.07065155,1.982994549,75.42346752,108534000
1.83,0,0.309966281,0.309966281,0.268833936,0.309966281,0.268833936,0,0,0,0,9.230207644,78.0799521,1.983230783,75.44331,109109000
1.84,0,0.308847134,0.308847134,0.26771479,0.308847134,0.26771479,0,0,0,0,9.230943601,78.08757186,1.983424325,75.46151891,109683800
1.85,0,0.307731841,0.307731841,0.266599496,0.307731841,0.266599496,0,0,0,0,9.231078024,78.09359199,1.983577237,75.47817072,110258300
1.86,0,0.306620313,0.306620313,0.265487969,0.306620313,0.265487969,0,0,0,0,9.230629926,78.09805092,1.983690493,75.49330367,110832600
1.87,0,0.305512542,0.305512542,0.264380198,0.305512542,0.264380198,0,0,0,0,9.22961104,78.10099136,1.983765181,75.50695773,111406700
1.88,0,0.304408452,0.304408452,0.263276107,0.304408452,0.263276107,0,0,0,0,9.228044436,78.10246647,1.983802648,75.51918518,111980600
1.89,0,0.303307998,0.303307998,0.262175654,0.303307998,0.262175654,0,0,0,0,9.225948131,78.10253116,1.983804291,75.5300385,112554200
1.9,0,0.302211138,0.302211138,0.261078794,0.302211138,0.261078794,0,0,0,0,9.223336888,78.10123195,1.983771291,75.53956193,113127600
1.91,0,0.301117831,0.301117831,0.259985486,0.301117831,0.259985486,0,0,0,0,9.220233948,78.09862911,1.983705179,75.54781416,113700800
